code,date,beta,book_to_price_ratio,earnings_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,administration_expense_ttm,cash_flow_to_price_ratio,circulating_market_cap,EBIT,EBITDA,financial_assets,interest_free_current_liability,net_debt,net_invest_cash_flow_ttm,net_operate_cash_flow_ttm,net_profit_ttm,non_operating_net_profit_ttm,non_recurring_gain_loss,np_parent_company_owners_ttm,OperateNetIncome,operating_assets,operating_cost_ttm,operating_profit_ttm,operating_revenue_ttm,retained_earnings,sales_to_price_ratio,total_operating_cost_ttm,total_operating_revenue_ttm,total_profit_ttm,value_change_profit_ttm,AR,ARBR,ATR14,ATR6,BR,DAVOL10,DAVOL20,DAVOL5,MAWVAD,money_flow_20,PSY,turnover_volatility,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,net_asset_growth_rate,net_operate_cashflow_growth_rate,net_profit_growth_rate,np_parent_company_owners_growth_rate,operating_revenue_growth_rate,total_asset_growth_rate,total_profit_growth_rate,arron_down_25,arron_up_25,BBIC,bear_power,BIAS10,BIAS20,BIAS5,BIAS60,bull_power,CCI10,CCI15,CCI20,CCI88,CR20,fifty_two_week_close_rank,MASS,PLRC12,PLRC24,PLRC6,Price1M,Price1Y,Price3M,Rank1M,ROC12,ROC120,ROC20,ROC6,ROC60,single_day_VPT,single_day_VPT_12,single_day_VPT_6,TRIX10,TRIX5,Volume1M,capital_reserve_fund_per_share,cashflow_per_share_ttm,cash_and_equivalents_per_share,eps_ttm,net_asset_per_share,net_operate_cash_flow_per_share,operating_profit_per_share,operating_profit_per_share_ttm,operating_revenue_per_share,operating_revenue_per_share_ttm,retained_earnings_per_share,retained_profit_per_share,surplus_reserve_fund_per_share,total_operating_revenue_per_share,total_operating_revenue_per_share_ttm,ACCA,adjusted_profit_to_total_profit,cash_rate_of_sales,cfo_to_ev,debt_to_asset_ratio,debt_to_equity_ratio,debt_to_tangible_equity_ratio,equity_to_asset_ratio,equity_to_fixed_asset_ratio,equity_turnover_rate,fixed_assets_turnover_rate,fixed_asset_ratio,intangible_asset_ratio,invest_income_associates_to_total_profit,long_debt_to_asset_ratio,LVGI,MLEV,net_non_operating_income_to_total_profit,net_operate_cash_flow_to_asset,net_operate_cash_flow_to_net_debt,net_operate_cash_flow_to_operate_income,net_operate_cash_flow_to_total_liability,net_operating_cash_flow_coverage,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,operating_cost_to_operating_revenue_ratio,operating_profit_growth_rate,operating_profit_ratio,operating_profit_to_operating_revenue,operating_profit_to_total_profit,operating_tax_to_operating_revenue_ratio_ttm,profit_margin_ttm,ROAEBITTTM,roa_ttm,roa_ttm_8y,roe_ttm,roe_ttm_8y,SGAI,SGI,total_asset_turnover_rate,Kurtosis120,Kurtosis20,Kurtosis60,sharpe_ratio_120,sharpe_ratio_20,sharpe_ratio_60,Skewness120,Skewness20,Skewness60,Variance120,Variance20,Variance60,boll_down,boll_up,EMA5,EMAC10,EMAC12,EMAC120,EMAC20,EMAC26,MAC10,MAC120,MAC20,MAC5,MAC60,MACDC,MFI14,pe_ratio,industry_name,,closed_price,next_months_closed_price,returns,label
000800.XSHE,2013-03-29,0.969919995,0.404719636,0.702039566,0.830638254,-0.916017398,-0.217228356,-0.70918176,-0.024981855,1.12667974,0.648037827,-0.133765488,0.72148071,-0.758993356,-0.70684065,0.14197774,-0.178369114,-0.179553693,-0.759659464,1.204969907,-1.211026561,-0.919063204,-0.681358723,-1.239014609,-0.796765247,-0.256609739,0.384843233,-0.994352296,0.407156549,0.448519898,1.473964228,0.492821669,0.406323726,-1.129475154,0.544513418,0.58991407,-1.132600014,-0.500835121,-0.518695947,1.360263401,2.94729947,1.52520872,2.063029419,-1.742929866,0.838894387,-0.977342639,1.068656584,0.816188672,1.26971497,1.377431417,0.816871413,2.425111128,2.073522039,2.482217304,2.413286584,1.899016767,2.491319042,-0.790828797,1.244634297,-0.568043708,0.231333967,-0.988350704,0.904426,-0.477987629,2.480501485,-0.308824972,0.018741629,-0.808014018,2.443031532,2.584305654,-1.270106802,-1.237068882,-2.297744899,-2.65359283,-1.337884065,-0.935587367,-2.342138035,-1.22227064,-0.243893321,0.25564873,-0.099060111,-0.196538117,-0.167688882,-0.344961136,-0.205579018,0.133813405,0.50141961,0.432540765,0.146910925,0.486379959,-0.18025361,0.443004964,-0.923417614,0.38980097,-0.24663579,-0.417089979,-0.202724609,-0.885415514,-0.233657262,0.760132897,0.311372507,0.115291953,-0.56895991,-0.915217985,-1.220756206,-0.11039696,1.311111885,-0.6739647,-0.038722024,0.11091537,-0.530937768,-0.32769969,-0.283006192,-0.088961353,-1.684469875,0.032360231,-0.514008829,-1.133463549,-1.492763427,0.584650196,0.772930173,0.412267372,0.219028663,1.280382942,0.582615205,0.772740272,-0.277622529,0.410692888,0.636795552,2.393119546,0.095954964,-0.159755604,-0.118478846,-0.095954855,-0.277652061,-0.878083645,0.531892093,0.078109797,0.192521769,-2.317868888,-0.878320074,-0.419658859,-0.844452711,-0.379589161,2.32251369,-0.82592065,-0.86663504,-0.880806791,-0.336279463,-0.74070068,-0.740301659,0.019145129,-2.700026468,-0.631960247,-0.631631987,0.891377976,2.894860913,-0.631960247,-2.154392526,-2.267055157,0.602560859,-1.979774669,-0.090364552,0.76614493,-0.917567212,1.897032115,-0.647820119,2.152892852,-0.391305921,-0.042822926,0.042232056,-0.985111838,0.323184608,2.557918019,0.479586966,1.083083162,1.384242838,0.900146424,-0.171346702,0.307285092,0.301628763,0.268253547,0.240719059,0.3667978,0.164353566,0.101411426,0.178310382,-0.105885171,0.131228695,0.339233616,0.131769542,0.120997557,0.480096209,-2.100351038,交运设备I,,7.72,11.74,0.5207253886010363,1
600406.XSHG,2013-03-29,-0.335945519,-1.842975359,-0.059520986,0.170496468,-1.077112661,0.359656816,-0.401944383,0.502034434,0.721267969,-1.24457275,0.317320789,0.202416295,0.601438628,-0.796429355,-1.264153878,-1.214964088,-1.259203638,0.992890766,-0.169321224,-0.425754613,0.476443987,-0.985818311,-0.360065154,0.812075075,-1.281274886,-0.970364742,-0.550527817,-1.007069605,-1.354699419,-0.911071084,-1.009443154,-1.006495761,-0.533924999,-0.580467596,-0.07985281,0.533883472,2.087674792,1.879520115,-0.431825705,2.715827824,1.499263949,1.282702134,-0.059088962,1.000926151,-0.042401184,0.657621303,0.979631604,0.807095523,0.934820232,0.665874232,0.691541103,0.555507097,-0.617399627,-0.620884437,-0.663002881,-0.645934093,-0.244113819,1.203448163,-0.071019018,0.575181619,-0.160277403,0.627548625,0.186383075,1.043914716,-0.333506367,0.358658052,0.727849772,-0.387098577,-0.573041655,1.243731918,0.247445923,0.698876913,0.565604561,1.427067898,0.152687876,0.680972693,0.927486195,0.628837391,0.144334813,-0.718252412,0.385136364,-0.871783817,1.111866621,-0.632006557,-0.560680386,0.36084548,0.229363365,0.088816424,-0.807627723,-0.192642956,1.028449112,1.275817728,-2.115437138,-1.245558627,-0.107489323,-0.842683651,-0.755333368,-0.620786098,0.542743311,-1.95817483,-1.319318493,-0.455653591,0.008716267,-0.338764845,1.671895034,-2.225976881,-0.35896852,-1.417520826,-1.499991184,-0.353696815,-1.33346043,0.245239807,0.626083833,0.009162319,-1.250545344,0.259252779,1.019693385,-0.171424504,-0.386085024,-0.708754112,-0.843810881,-0.864737208,-0.352557075,-0.385957666,-0.708949909,-0.086018014,0.547566375,0.303398057,0.117399372,-0.403101563,-0.539766172,-0.53453107,0.403101251,3.12359207,-0.561317663,2.812977749,-1.050359578,-0.228182212,-0.289522812,-1.637310948,-0.383641127,-1.521795589,0.048617981,0.749310751,2.165437713,-0.029313809,1.887656831,-0.253524255,0.876586532,0.876347019,-0.503149569,0.670799275,0.570976427,0.570771467,-0.532894741,0.019882561,0.570976427,2.282669165,2.327663667,1.334217608,1.965266987,0.782019471,-0.312039886,0.743660962,0.648903066,0.877709249,2.35124164,1.510741081,-1.366984101,0.081180774,-0.279507324,-2.038660847,-2.133157874,-1.618529331,0.28145639,0.98964424,0.365418709,-0.789735512,1.743697872,-0.958265905,-0.04363161,0.143305837,0.892764881,0.50644918,0.636111113,-0.441139505,0.862011065,0.877678912,-1.112581291,0.6533981,-1.382092894,-0.283926358,0.236329141,机械设备I,,9.16,11.75,0.28275109170305673,1
600804.XSHG,2013-03-29,-0.90253921,-0.55723097,-0.14383007,-0.559377483,0.06553445,0.144007781,0.952718524,0.08353865,-0.460939421,-0.548889909,-0.48730853,0.183251286,-0.184240005,-0.138261703,-0.389469365,-0.01725201,-0.004913157,-0.492359203,0.007652713,-0.251599483,-0.962638012,-0.559910205,-0.104645421,-0.190667058,-0.021008763,-0.139614629,-0.165076518,-0.143146394,-0.318283916,-0.36283922,-0.150693474,-0.143119391,-0.231015253,-0.185675062,0.701124071,-1.326852265,-0.21604591,-0.06834975,1.616067031,0.5842294,0.146026637,1.207841849,0.71790741,0.242074326,1.282198605,-0.563372203,0.236945591,0.511168619,-0.180425349,0.212233808,0.355286105,0.689604684,-0.08029647,-0.12427583,-0.268106466,0.116596948,1.000992709,0.380210467,-0.162386113,0.018685454,-0.203977932,1.052145472,-0.158348124,1.631328666,0.733554427,2.206022934,2.738265261,-0.042916994,-0.491639631,-0.01261601,0.420452443,-0.059022369,0.120247027,0.080588088,0.372610871,-0.086022118,-1.074566678,1.996099391,-2.419826246,1.299136735,2.367096242,2.328452059,2.550957271,2.082117914,1.996032748,2.435091407,2.131123748,2.21352741,1.691491044,2.368833755,-2.224189483,0.530299673,1.551964102,1.55103247,1.872118188,2.32436287,1.923152501,2.077220826,-1.6313755,2.031231101,1.154260803,2.313433812,2.116458363,1.515641923,1.748814882,0.953303625,1.295200086,1.45866541,1.713752141,2.274428681,-0.062367525,-0.479947271,-0.719003065,-0.320534527,-0.351599558,-0.31481407,-0.185175319,-0.167367246,-0.26218878,-0.249366399,-0.522318502,-0.437345343,-0.834455476,-0.261767538,-0.249348552,-0.228509488,0.292641492,0.698319172,-0.013064486,0.816137212,0.13041363,0.293137433,-0.816137103,-1.275704822,-0.38179704,-0.703475516,0.609574857,0.183452961,-0.637454581,-0.197425332,1.788657291,0.304492679,0.648090603,0.21704475,-0.132459315,1.721739109,-0.46291585,0.313854936,-0.608071836,-0.608098507,0.19203482,0.208485248,-0.263209712,-0.263232117,0.242555257,0.968221072,-0.263209712,-0.767758657,-0.799736139,-0.248899722,-0.34212785,-0.274391483,-0.072199283,0.409329749,-0.44656757,-0.42779377,-0.331178692,-0.758082865,1.287444559,1.9244523,1.881027831,-0.096519085,0.077778597,0.68061167,-0.685894219,-0.782189673,-0.677278062,-2.095681492,-1.811337811,-2.573794626,-2.357274349,-2.34080968,-1.792975353,-2.240923353,-2.142666494,-2.237064368,-1.609355169,-2.103989349,-2.425476869,-1.743482619,1.392772306,1.430313511,0.768021503,信息服务I,,7.05,8.47,0.20141843971631218,1
002344.XSHE,2013-03-29,-1.068940472,-1.485190485,-0.773594216,0.792137107,-0.479620643,-0.312815548,2.94682402,0.284385084,0.975943106,-1.529481169,-0.454462244,-0.063798634,-0.090362216,-0.433444356,-1.329914439,-1.4163511,-0.798869094,0.2383694,-0.653002252,-0.359304397,-0.196257209,0.085406558,-0.406401896,0.063443204,-0.826577134,-1.730608319,-0.352528563,-1.750106156,-1.206519455,-2.233255392,-1.780165051,-1.749419755,-0.366410995,-1.08544616,-0.500511582,0.07543311,-0.273044537,-0.672026197,-0.261351593,-1.393105325,-1.831635494,-1.137688928,0.5062941,-0.624573099,-0.559770327,-0.5674711,-0.612864224,-0.548817907,-0.651447289,-0.609609163,0.161157772,0.242055949,-0.090905625,-0.100808522,-0.133925323,-0.044278814,0.249018738,-0.479628215,0.117383071,-0.546937802,0.328851299,-0.424738497,-0.273788936,0.887565422,-1.586561917,0.124386952,1.932765679,-0.088611469,-0.176954839,0.786019577,2.284611005,0.809826929,0.613269527,0.266517369,0.104402653,0.823245741,-0.871621162,0.05698427,1.061916614,-1.230352728,-1.085423741,-0.710677768,-1.211641122,1.207420789,-0.049387548,-1.104154183,-0.490406345,-0.765300475,1.024917254,0.068489738,-2.082668852,0.131544478,-0.706416816,0.007215371,-0.753150796,-0.695957584,2.03994375,1.234979844,0.507360264,-0.409274603,1.657337965,-0.516203245,-1.16696448,2.176893828,-0.564005081,-0.352939506,-0.188380534,0.685201848,-0.351142547,-1.427532615,-0.385803051,-0.466409051,-1.165610009,1.071293617,-0.526426533,-2.044814762,1.349722147,1.180380531,-2.027322585,-2.077392586,-0.397369635,-0.240263992,-1.146653115,-2.027649415,-2.077385469,-2.861842186,0.040685908,1.729033001,-0.512567233,-0.406603698,-0.475221515,-0.549755667,0.406604393,3.220255008,1.147115809,-0.180357508,-1.01391908,-1.616044108,0.002034984,-0.529832172,-0.836978788,-0.751308347,-0.206029754,2.283652663,-1.886511865,0.358284875,-1.872818886,-0.949730456,2.489983391,2.490020729,-2.373809687,0.95003856,2.763919547,2.763982223,0.31095704,3.265927381,2.763919547,1.981458,1.686253524,-0.371220796,1.716234352,-0.762952003,-1.180409173,1.798843524,-2.521918825,0.667660722,-0.267362851,0.901542923,1.798385587,-0.152074715,2.454740127,0.96898434,0.50467471,1.220939444,0.4436894,0.22901473,0.711822655,0.905843299,0.466484819,1.385503237,1.061675075,1.002907586,-1.600286974,0.392302494,0.04360644,1.115108134,-1.600174663,0.704614107,1.236637651,-1.216018895,-1.860049965,0.333256331,0.45446944,商业贸易I,,15.88,18.83,0.18576826196473534,1
000625.XSHE,2013-03-29,0.822688523,-0.839191507,-0.852979536,-0.187206528,-0.743329436,0.102506689,2.465195766,0.431807943,1.412700862,1.274553222,-1.115187897,0.215271067,-1.341093925,-2.782305491,-0.80089258,0.714295868,-0.646330537,-0.12020203,-1.21413119,-1.727952201,1.157784202,1.012796515,-1.614129412,-1.912797276,-0.823316704,-0.726942964,-1.897851211,-0.831890716,-0.818954852,-0.872232549,-0.587372182,-0.832773773,-1.910451359,1.61977573,2.541097803,2.484208041,-0.135585376,-0.160808329,1.001116057,0.659395398,0.886365948,0.75259601,1.906189789,0.865794042,0.993939527,-0.239911883,0.849963545,0.882070049,0.133144729,1.305574343,0.129072375,0.367649419,0.083244651,0.065491494,7.97E-05,0.219270095,0.450291323,0.188634873,-0.253964365,0.220746848,-0.585326139,0.322919247,-0.14375812,0.774365439,2.093100176,0.105776031,0.132093812,0.092323604,-0.42643748,-0.886505304,2.322716206,-0.714953852,-1.354279023,-0.68570531,-0.794961097,-1.029022972,-0.866227708,2.130678826,-1.847500034,2.208453645,2.023750268,1.819975206,1.953958219,2.472901495,2.137232775,2.21369382,2.328500372,2.178571378,1.557679447,1.780679908,-1.440626773,0.578040863,1.761660022,1.462987389,2.59208782,1.841626972,2.623983467,2.506878825,-1.869089562,1.071519232,2.389267367,1.875096021,1.779384629,2.355945441,-1.504634981,1.486587448,3.034543397,1.399120379,1.856291961,1.674935558,-0.978183921,-1.058759685,-0.242095544,-1.166983644,-1.065740892,-0.335920176,-1.025733055,-1.180182686,-1.114275318,-0.986027094,-0.738478894,-0.715741019,-0.5742082,-1.114722534,-0.986312791,-0.088901254,2.275501462,-0.474408584,-0.978083288,0.382734727,-0.011523427,0.100354457,-0.382728774,-0.632731278,-0.146293321,-0.763362241,0.530382492,0.189683585,1.286100049,-0.892280627,-0.614586174,-0.291590695,-1.234166949,-1.072496691,-0.482653901,0.003768493,-0.408880474,-0.551509644,-0.467496401,-0.466965332,0.085402242,-1.217732572,-0.581591042,-0.581148642,-1.466550245,0.956298306,-0.581591042,-1.038918301,-0.882213803,-0.234859216,-0.793819138,-0.656412179,1.151075411,-1.468223397,-0.460865306,-0.505138028,-0.656369613,-1.020825474,2.374983427,2.303930795,2.096609821,0.141509827,0.088251401,-0.080769952,1.687224245,1.610175783,2.066454519,-2.272317165,-1.283881162,-1.645907393,-1.828158327,-1.904266409,-2.252743617,-1.894087999,-2.038981556,-1.938796373,-2.166194914,-1.729840903,-1.902122269,-2.136065464,0.994567842,-0.210260613,1.399105231,交运设备I,,7.15,8.36,0.1692307692307691,1
600637.XSHG,2013-03-29,0.217740367,-1.378794327,-0.393561268,-2.149364675,-0.799391435,0.077455134,1.825755957,0.965856103,0.285430759,-1.113330943,0.0470665,-0.753824104,-0.807900407,-0.679094652,-1.016598982,-0.747074351,-0.904186129,0.644993062,-0.369192549,-0.934133042,-1.24001839,-0.399344944,-0.739619713,-0.539477716,-0.961834402,-0.738949649,-0.809943285,-0.809056307,-1.46540648,-0.664007901,-0.774260954,-0.808952827,-0.918259774,-0.845248215,-0.53468145,1.066924667,-0.366454209,-0.256412871,-1.264962146,-0.446280674,-0.20364461,-0.31408269,-0.014108745,-0.432190495,1.180880544,-0.620611515,-0.418760013,-0.646382614,-0.494848099,-0.708618474,-0.027612836,0.051934475,-0.708830588,-0.715559158,-0.718032317,-0.63561824,0.238779966,-0.620316808,-0.475367527,-0.516047887,0.006174224,-0.482122394,-0.539924848,-0.005015796,-1.409654475,0.662392424,1.902018606,-0.839049891,-0.746399981,0.6594633,0.579197691,0.506277725,0.466722599,1.509687048,0.162522204,0.582835181,-0.907230717,-1.516589918,-1.033984208,0.038725147,1.079208512,0.577929283,1.968852817,-0.086973394,0.84812502,1.633487223,1.316206971,0.50841209,0.066079463,-0.987057161,-1.343631461,-0.602641006,0.153392544,-1.288639456,0.634417934,0.441926269,0.541218873,-0.095793,0.720824656,0.777459146,-0.004322208,-0.820918509,0.661153735,-0.157164567,1.754804862,-0.149167262,0.240937408,-0.983762129,-0.078683236,-1.460661627,-0.127044782,0.281316822,0.154817644,-0.140001239,-0.52563579,0.037748507,-0.201486689,0.002411249,-0.472464659,-0.435184453,-0.44816872,-0.583731659,-0.521500617,-0.472046663,-0.435215829,1.666269321,0.551874706,1.713093783,-0.050751667,-1.128593351,-0.557427873,-0.431036862,1.128593183,2.226238766,-0.239762432,0.987895112,-1.13423817,-0.685441516,1.166775743,-0.249472337,-2.825767931,-0.698672964,0.671404722,2.573141202,2.085372891,-0.146887167,1.862029327,0.280299999,0.99203858,0.992091427,-0.508628199,0.844395579,1.258746459,1.25880796,-0.271095196,1.162062753,1.258746459,1.819805326,1.656769331,-1.765177897,0.792311833,-2.953994764,2.592932645,-2.124301652,-0.008539866,-0.819027201,-0.102049506,-0.948916335,-0.084294168,-0.632786431,-0.181550262,-0.337411226,-0.691640681,-0.815799385,0.166438112,0.333463766,0.054863299,-0.596707747,-0.663205861,-1.760716066,-1.133987404,-0.908037622,-0.251843447,-0.56393166,-0.393307714,-1.073986578,-0.000316242,-0.568964977,-1.887350842,0.016299116,0.314288329,-0.041521777,0.156859739,信息服务I,,11.58,13.51,0.16666666666666663,1
000783.XSHE,2013-03-29,0.439169807,-0.17328378,-1.6416122,-1.185915156,-0.543204948,-0.25104713,0.163743024,1.541886898,-0.803916659,0.725799601,-2.009493624,-0.462677525,-0.721295471,-0.849872864,1.7201975,-0.597879739,-0.956503622,1.311854294,-1.262964622,-0.74570594,0.485864043,-0.169310796,-0.757825725,-0.111977437,-1.312084036,-0.635027622,-0.744687955,-0.732612784,-0.853691554,-0.259517751,-0.664411539,-0.732653996,-0.706541499,0.80794948,-0.704193703,-0.835713743,-0.236312668,-0.264137467,-0.195533641,-0.049967069,-0.073930836,-0.089525822,-2.545668649,-0.312156729,-2.348501443,-0.569092699,-0.164044571,-0.470538619,-0.755121732,-0.625570786,-1.214044117,-1.357280785,1.076220438,1.074748472,1.077640895,1.076638528,-0.359124226,-0.247508465,-0.363140147,-0.298814641,-0.469898373,-0.242547041,-0.160576554,-0.151148171,-1.069349741,-0.092857532,-0.543192063,1.094979826,0.328077682,-0.495530763,0.235967044,0.417478164,0.374738717,-0.288740191,-0.331787313,0.326549165,0.241912713,-0.504422565,0.499877352,-0.317939086,-0.470738607,-0.465418285,-0.342957679,-0.436492085,-0.601352824,-0.208549941,-0.406327117,-0.282542697,-0.378541944,-0.429484503,0.703325571,-0.466864876,-0.349495393,-0.556394595,-0.431635252,-0.499106676,-0.283080932,-0.451285647,0.754263978,-0.361247894,-0.536771819,-0.565849529,-0.509428998,-0.563972104,-1.109973276,-0.760516863,-0.472719338,-0.51811412,-0.469781615,-0.255446929,-0.055934053,1.266712265,-0.627353433,-0.34872473,-0.304761875,-0.860046145,-0.270447002,-0.405400536,-0.161013564,-0.228614393,-0.349491666,-0.366293531,-0.232354696,-0.160843968,-0.228548204,-0.946836675,0.32129192,-2.008183523,-1.843669865,-0.7701098,-1.344998367,-1.37226101,0.77010907,0.304345864,0.930440092,1.358702363,-0.12169439,-0.027786234,0.387993239,0.057408987,-1.301912205,-0.041414534,1.464809859,-1.317402125,-0.460337397,-1.709321664,-0.551647246,-1.355821788,0.382958803,0.382850519,0.028275042,0.393566983,0.30214092,0.302078838,0.076559201,-0.355842071,0.30214092,0.305238282,0.489336267,-1.495850086,-0.145553661,-0.035798901,2.459473519,-1.815766436,0.113794232,-0.137246889,0.257869042,0.101301599,-0.545937803,-0.242497762,-0.470914891,-0.990519659,-0.267191808,-0.35370094,-0.226604863,-0.533223013,-0.620244834,0.465247195,0.516152458,0.454842574,0.487791175,0.519553077,0.442275899,0.584041158,0.551335832,0.512163639,0.576536929,0.513395427,0.35621278,0.469892863,-0.382035146,-0.951527146,-0.106634715,金融服务I,,3.62,4.21,0.16298342541436459,1
601258.XSHG,2013-03-29,-0.618092619,0.815513589,-2.237634493,-0.244839943,2.657819913,0.246980201,-1.696883232,-0.005703095,1.043042618,1.142115174,2.453152186,-0.166691148,-0.192159205,0.381376235,2.402435815,2.379691319,2.270793004,-1.069553134,-1.179607135,-0.673209063,-0.040706404,-0.671205961,-0.726505379,-1.471432547,1.313487356,2.351864026,-0.317654161,2.297672005,-0.025475918,2.081255733,2.371876132,2.294561568,-0.396091267,-0.335284204,-0.109076354,1.534770597,-0.703417016,-0.707232609,-1.1526934,-0.431672153,0.218531867,-0.431787698,0.263818299,-0.270691294,-0.250287997,0.091625042,-0.27023153,-0.305948453,-0.282099954,-0.439346203,-1.482759321,-1.411734298,0.150769827,0.198232404,0.441715386,0.114642924,-0.37297723,-0.349254705,0.043819058,0.102422337,0.212318351,-0.34835356,0.137651378,-1.667886236,0.463541065,-0.260789344,0.642966778,-0.125012707,0.277745341,-0.864854284,0.459267074,0.955588804,4.048168797,0.633040931,-0.465088118,1.42746098,1.162688461,-0.981958936,0.681884719,-0.672251504,-0.778963172,-0.657964053,-0.633655416,-0.168945959,-0.291078435,-0.636145238,-0.633656801,-0.629597629,0.100430727,-0.591191059,1.144037557,0.230729192,-0.443732182,-0.439591433,-1.008223429,-0.697905093,-1.252361115,-0.222098439,0.84101211,-0.51432662,-1.097262792,-0.637462584,-0.719144747,-1.099913444,-0.393739903,-0.194591584,-0.107223064,-0.104690332,-0.65702906,-0.469403254,-0.247322708,2.195478558,-0.252727928,-0.884776975,-0.534245439,-2.029296992,-1.399902905,-0.616172429,1.415378571,1.653440329,-0.526204992,-0.458503493,-0.932294184,1.412279988,1.653243712,-1.905074156,0.462760284,-0.304500923,-1.822855896,1.929357223,2.946606635,3.055182782,-1.929356925,-0.42821042,-1.105571887,1.56934241,-1.000979226,1.494733282,-0.283153869,1.209323263,0.011317109,1.671942127,-1.283335948,-1.158277168,-1.399590626,2.741727407,-1.473918789,0.936491218,-0.413139928,-0.412735888,0.249681692,1.778807519,-0.284336324,-0.284000047,1.131337449,-0.580300867,-0.284336324,-0.847552383,-0.99558295,-0.114893022,-1.101556766,-0.189040349,0.332657952,1.162347482,0.505613284,1.447849678,-0.550846581,2.308365222,-0.952583267,-0.960506276,-1.032664133,1.389385396,-0.825325339,1.800269966,0.57972776,-0.956406409,-0.497962592,0.992353087,0.383561015,0.690281773,0.718436611,0.713420618,0.783010784,0.414358216,0.430757021,0.78969002,0.689972842,0.652914705,0.636748469,0.093254479,-1.039729802,-1.299333485,-2.809125699,交运设备I,,2.46,2.81,0.14227642276422767,1
000046.XSHE,2013-03-29,-0.192261226,-0.720689969,-1.258385863,-3.286000723,-0.724289385,-2.205676732,0.944696741,0.507849801,0.588852265,-0.821726518,-0.74463041,-0.001753719,-0.933335644,-1.326745636,-1.652867431,-1.956829534,-1.27974624,0.237275629,-1.065991037,-1.636123066,-0.508020955,-0.3875788,-1.590473502,-0.541285817,-1.072172858,-0.749580601,-1.70540996,-0.895885158,-1.838736105,-0.766759677,-0.831028587,-0.895439452,-1.778986786,-1.501304365,-1.119874421,-1.568048895,0.475421346,0.40428392,0.166631119,-1.216272209,-1.24108874,-1.045218956,-0.748128828,-1.946836389,-0.183849998,-1.455062727,-1.901809248,-1.883928548,-1.703406478,-1.504835868,0.352320664,0.29645223,-0.909538602,-0.908995957,-0.8756458,-0.94193667,0.03608901,-1.423007712,-1.375943075,-1.547166887,-1.239525029,-1.390861787,-1.43598295,-1.984421916,-0.810616424,0.570590633,1.667192087,-0.85323011,-0.912118391,-0.901727469,0.63164411,1.908975565,1.702657979,-0.134692254,-0.118063944,1.529731807,1.570479424,-0.192600714,-0.042107073,-0.248078204,-0.095155991,-0.290771728,0.83891377,-0.167522233,-0.603022239,-0.445903078,-0.363888543,-0.496270959,0.295530441,-0.773535148,-0.902003755,-0.771789707,-0.702235034,-0.806457,-0.298032888,-0.300606263,0.492159715,-0.126039294,0.748787701,-0.011582899,0.780406798,-0.595250645,-0.497926649,0.436353938,0.896211135,-0.343369559,0.259404499,-0.715226872,-0.814236855,-0.613131805,-0.572751106,-1.000680881,-0.374441978,-1.358888493,-1.292718795,-0.625806283,-1.037800877,-1.470531691,-0.891062092,-0.722164184,-1.561369325,-1.573369618,-0.873663642,-0.8898985,-0.722154204,-1.245458393,0.653298803,-2.287462043,-0.977283624,-0.280360448,-0.845118716,-0.553322827,0.280360029,0.803837536,2.578918531,1.048063043,-0.192179298,-0.262034019,-0.551787899,0.019537705,0.024227946,0.071955651,0.099292121,-0.916465238,-0.915907674,-1.242810464,-0.901411772,-1.377945034,-0.12422022,-0.124227989,-1.128521483,2.145137545,-0.115222909,-0.115230765,0.331729747,0.181674242,-0.115222909,-0.665811891,-0.539664435,-0.252087795,-1.202261607,-1.152853526,-0.367121467,-0.121852496,-0.379356546,1.270768418,1.007864277,1.200666622,0.65748164,-0.365388127,0.344160669,1.839011342,-0.26098005,2.417883806,0.489323176,-0.430083867,1.005560092,0.362257874,0.192800133,-0.555977287,-0.06555935,0.052771341,-0.355674968,0.207615571,0.188743441,0.086739454,-0.482006946,0.273277294,-0.841521252,0.132413554,-0.814856114,-0.686865393,1.947369773,房地产I,,3.49,3.98,0.14040114613180507,1
